timestamp,action,goal,time_delta,correct,voltage,current,power,cumpower
1542178459.4840848,turnclap,turnclap,13.404492616653442,True,5.1,0.32,1.64,112.23
1542178462.9746897,salute,salute,3.4577019214630127,True,5.07,0.32,1.61,118.53
1542178465.9572756,turnclap,turnclap,2.9656286239624023,True,5.05,0.32,1.61,123.18
1542178469.7807806,salute,salute,3.796499252319336,True,5.11,0.32,1.63,129.57
1542178473.8773088,wipers,wipers,4.081364631652832,True,5.0,0.32,1.59,135.83
1542178477.5721955,swing,swing,3.669940948486328,True,4.96,0.32,1.59,142.02
1542178481.4570224,numbersix,numbersix,3.859605550765991,True,4.96,0.32,1.58,148.19
1542178484.4284904,mermaid,chicken,2.9455275535583496,False,4.96,0.32,1.58,152.76
1542178487.1868074,chicken,chicken,2.7303411960601807,True,4.96,0.32,1.58,157.21
1542178491.2831566,salute,salute,4.070417642593384,True,5.1,0.32,1.62,163.28
1542178493.864053,salute,salute,2.555457830429077,True,5.08,0.32,1.62,168.02
1542178497.8372607,swing,swing,3.9482717514038086,True,5.1,0.32,1.63,174.28
1542178505.721146,chicken,chicken,7.856950759887695,True,5.11,0.32,1.64,185.07
1542178514.7913015,mermaid,sidestep,9.044225692749023,False,5.11,0.32,1.62,191.11
1542178522.121301,sidestep,wipers,7.299244403839111,False,5.11,0.32,1.62,198.93
1542178526.8194392,sidestep,sidestep,4.673133373260498,True,5.0,0.32,1.6,220.51
1542178531.168134,salute,number7,4.320924520492554,False,5.03,0.32,1.6,228.32
1542178535.7609572,cowboy,cowboy,4.5658557415008545,True,5.0,0.32,1.6,234.61
1542178538.90502,turnclap,turnclap,3.117137908935547,True,5.08,0.32,1.61,240.75
1542178542.7965863,mermaid,mermaid,3.861647367477417,True,5.09,0.32,1.65,247.11
1542178547.6705272,numbersix,numbersix,4.844030141830444,True,4.98,0.32,1.58,255.03
1542178550.5778155,wipers,wipers,2.879356861114502,True,4.97,0.32,1.57,259.66
1542178554.421278,swing,swing,3.814577102661133,True,5.1,0.32,1.63,265.94
1542178557.3375082,turnclap,turnclap,2.8891072273254395,True,5.1,0.32,1.62,270.64
1542178561.2250965,mermaid,mermaid,3.8636834621429443,True,5.11,0.32,1.63,277.0
1542178565.1162374,numbersix,numbersix,3.8643345832824707,True,5.09,0.32,1.63,283.34
1542178568.0326757,turnclap,sidestep,2.897489547729492,False,5.09,0.32,1.63,288.19
1542178572.8168862,chicken,chicken,4.759802341461182,True,5.1,0.32,1.61,296.02
1542178575.6932888,cowboy,cowboy,2.848468065261841,True,5.1,0.32,1.62,300.68
1542178579.5699217,mermaid,mermaid,3.84572172164917,True,5.11,0.32,1.64,307.0
1542178584.8834062,number7,number7,5.29522705078125,True,5.08,0.32,1.62,314.88
1542178590.2452896,salute,number7,5.330003499984741,False,5.1,0.32,1.64,324.4
1542178594.2001388,salute,number7,3.9279117584228516,False,5.07,0.32,1.61,330.75
1542178597.45151,wipers,wipers,3.225466251373291,True,5.1,0.32,1.64,335.42
1542178628.4120543,cowboy,cowboy,30.93468141555786,True,5.02,0.32,1.59,386.35
1542178632.300724,mermaid,mermaid,3.8698184490203857,True,5.09,0.32,1.61,392.65
1542178635.259441,mermaid,cowboy,2.932786226272583,False,5.09,0.32,1.63,397.36
1542178640.0513,salute,sidestep,4.773876667022705,False,5.1,0.32,1.64,405.33
1542178644.071513,numbersix,numbersix,3.992441177368164,True,5.1,0.32,1.63,411.63
1542178649.1704588,swing,swing,5.070359945297241,True,5.1,0.32,1.64,419.59
1542179295.6855044,swing,swing,8.694917917251587,True,5.08,0.31,1.58,107.8
1542179301.6976151,mermaid,chicken,5.977240324020386,False,5.08,0.31,1.58,114.49
1542179304.7657816,mermaid,swing,3.0393524169921875,False,5.08,0.31,1.57,123.48
1542179310.3186095,mermaid,chicken,5.5229151248931885,False,5.08,0.31,1.57,130.13
1542179338.1015081,turnclap,turnclap,27.756137371063232,True,5.08,0.31,1.57,136.82
1542179343.268226,wipers,wipers,5.139821767807007,True,5.07,0.31,1.58,184.05
1542179349.2090075,number7,number7,5.913025617599487,True,5.08,0.31,1.58,193.18
1542179353.5076816,salute,salute,4.272562742233276,True,5.08,0.31,1.57,200.12
1542179360.4998667,sidestep,sidestep,6.966255187988281,True,5.08,0.31,1.59,211.47
1542179365.4104555,sidestep,sidestep,4.880002737045288,True,5.08,0.31,1.58,218.15
1542179425.449052,None,cowboy,60.00727605819702,False,0,0,0,0
