timestamp,action,goal,time_delta,correct,voltage,current,power,cumpower
1542179616.080672,number7,number7,8.46684718132019,True,5.05,0.31,1.59,132.81
1542179623.238202,number7,number7,7.132608890533447,True,5.04,0.31,1.57,144.07
1542179629.0982468,sidestep,sidestep,5.832229852676392,True,5.04,0.31,1.57,153.52
1542179634.4818194,numbersix,numbersix,5.357616424560547,True,5.04,0.31,1.56,162.52
1542179640.1997044,mermaid,mermaid,5.6939473152160645,True,5.04,0.31,1.56,171.47
1542179644.5316448,swing,swing,4.308936595916748,True,5.04,0.31,1.56,178.27
1542179648.820364,turnclap,turnclap,4.2655816078186035,True,5.04,0.31,1.57,184.99
1542179653.3383348,turnclap,turnclap,4.487062692642212,True,5.04,0.31,1.57,191.8
1542179660.2187443,chicken,chicken,6.854479551315308,True,5.04,0.31,1.57,203.16
1542179664.4918423,wipers,wipers,4.248992443084717,True,5.04,0.31,1.56,209.94
1542179670.3363862,salute,salute,5.823600769042969,True,5.04,0.31,1.56,219.21
1542179676.0805533,numbersix,numbersix,5.718362331390381,True,5.04,0.31,1.56,228.28
1542179680.47784,turnclap,turnclap,4.370360374450684,True,5.04,0.31,1.56,235.07
1542179686.3102412,salute,salute,5.805440664291382,True,5.04,0.32,1.61,244.12
1542179690.8174856,turnclap,turnclap,4.482027053833008,True,5.04,0.31,1.56,250.96
1542179695.1170518,wipers,wipers,4.275627851486206,True,5.04,0.31,1.57,257.78
1542179700.8519402,salute,salute,5.718898296356201,True,5.04,0.31,1.56,266.85
1542179706.5892148,numbersix,numbersix,5.7133471965789795,True,5.04,0.31,1.57,275.86
1542179738.7457778,mermaid,mermaid,32.13163113594055,True,5.04,0.31,1.55,284.46
1542179798.7809489,None,wipers,60.00624203681946,False,0,0,0,0
1542180131.9546905,mermaid,chicken,11.617076396942139,False,5.15,0.31,1.61,117.3
1542180145.6787348,salute,salute,13.697163105010986,True,5.15,0.32,1.63,140.89
1542180150.1912827,swing,swing,4.484659194946289,True,5.16,0.32,1.63,147.9
1542180154.8008435,mermaid,mermaid,4.584381818771362,True,5.15,0.32,1.64,154.8
1542180160.052017,numbersix,numbersix,5.21825909614563,True,5.15,0.31,1.62,164.15
1542180165.8637583,swing,swing,5.786499261856079,True,5.15,0.31,1.62,173.56
1542180169.979822,swing,swing,4.087283372879028,True,5.15,0.32,1.63,180.65
1542180174.2604342,mermaid,mermaid,4.264504909515381,True,5.15,0.31,1.6,187.75
1542180178.582398,salute,number7,4.294042587280273,False,5.15,0.31,1.61,194.79
1542180183.5758464,wipers,wipers,4.967487812042236,True,5.15,0.31,1.61,201.84
1542180190.1758945,sidestep,sidestep,6.574595212936401,True,5.15,0.31,1.62,213.99
1542180194.6276329,turnclap,turnclap,4.426208734512329,True,5.15,0.32,1.63,221.12
1542180198.9426477,salute,salute,4.287342309951782,True,5.16,0.32,1.64,228.39
1542180204.633043,swing,swing,5.664788246154785,True,5.15,0.32,1.65,237.68
1542180209.060035,turnclap,turnclap,4.401241779327393,True,5.16,0.32,1.64,244.8
1542180213.4813042,turnclap,turnclap,4.391358137130737,True,5.15,0.32,1.64,252.03
1542180217.7750309,salute,sidestep,4.264845848083496,False,5.15,0.32,1.64,259.19
1542180223.6308901,numbersix,numbersix,5.829853296279907,True,5.15,0.32,1.64,268.71
1542180227.8401597,numbersix,numbersix,4.185366868972778,True,5.15,0.32,1.63,276.04
1542180232.2372546,salute,salute,4.371165990829468,True,5.15,0.32,1.63,283.17
1542180238.0984087,turnclap,turnclap,5.835223197937012,True,5.15,0.31,1.63,292.86
1542180242.5648205,wipers,wipers,4.439483880996704,True,5.15,0.31,1.62,299.96
1542180248.290879,mermaid,chicken,5.7011637687683105,False,5.15,0.32,1.63,309.47
1542180254.0258532,salute,number7,5.717015504837036,False,5.15,0.32,1.63,318.95
1542180259.6641371,mermaid,chicken,5.613383769989014,False,5.15,0.32,1.63,328.31
1542180265.5010736,wipers,wipers,5.809651136398315,True,5.15,0.31,1.62,337.55
1542180271.0913043,chicken,mermaid,5.56545615196228,False,5.15,0.32,1.65,346.89
1542180276.90776,mermaid,mermaid,5.790493011474609,True,5.15,0.32,1.63,356.34
1542180282.4948995,mermaid,chicken,5.565195560455322,False,5.15,0.32,1.63,365.61
1542180288.4332283,numbersix,numbersix,5.913007020950317,True,5.15,0.32,1.63,374.98
1542180293.938415,cowboy,cowboy,5.479294300079346,True,5.16,0.32,1.63,384.65
1542180299.66186,salute,cowboy,5.698509931564331,False,5.15,0.32,1.62,393.95
1542180304.1012251,cowboy,cowboy,4.4134862422943115,True,5.15,0.32,1.63,401.05
1542180308.3354166,salute,sidestep,4.209001541137695,False,5.15,0.32,1.62,408.09
1542180315.672538,cowboy,cowboy,7.310235023498535,True,5.15,0.32,1.64,419.81
1542180321.2415583,salute,wipers,5.543754577636719,False,5.15,0.32,1.64,429.16
