12.46,-9.39,-1.10,101.00,82.00,131.00,9.55,4.43,-0.32,-18.00,10.00,3.00
3.10,4.92,-2.04,90.00,25.00,131.00,9.81,3.82,-0.85,-30.00,-3.00,-1.00
1.32,7.59,-0.40,76.00,-49.00,1.00,9.14,5.57,-3.12,35.00,14.00,1.00
9.44,5.70,9.70,86.00,24.00,-131.00,19.09,10.78,-14.08,78.00,-29.00,-62.00
-0.25,-39.24,-13.82,67.00,4.00,-128.00,27.06,20.69,-1.29,-69.00,-114.00,-131.00
-10.18,-15.60,1.71,-33.00,3.00,131.00,14.56,-3.98,3.80,-72.00,-76.00,-131.00
-0.23,2.99,0.39,4.00,3.00,131.00,5.02,-9.13,2.32,-66.00,-37.00,-131.00
2.49,11.23,4.55,-28.00,-50.00,34.00,2.83,-23.18,8.78,-131.00,-76.00,122.00
4.57,6.92,1.94,-82.00,131.00,-131.00,9.76,22.28,9.85,131.00,3.00,131.00
9.33,-19.08,-12.88,18.00,-41.00,-128.00,-11.18,39.24,-4.55,-117.00,41.00,-131.00
2.46,-9.78,-2.78,-49.00,-59.00,-131.00,-0.69,0.50,3.58,-95.00,-8.00,-131.00
9.53,-12.43,2.23,-77.00,-37.00,-131.00,-3.06,-27.94,5.52,-131.00,-18.00,-43.00
16.37,-15.03,2.87,131.00,-65.00,-131.00,10.98,-9.17,3.29,34.00,24.00,131.00
8.76,-10.31,1.91,-13.00,8.00,-29.00,26.41,8.04,-0.08,131.00,131.00,131.00
8.95,-5.03,-0.62,79.00,4.00,-6.00,23.70,4.24,-6.82,10.00,-8.00,117.00
8.21,-6.79,-0.92,57.00,-2.00,3.00,14.31,8.85,0.71,-118.00,80.00,74.00
8.95,-4.38,-1.67,38.00,11.00,-5.00,14.36,5.86,-0.39,-10.00,20.00,64.00
9.66,-5.18,-2.18,1.00,11.00,0.00,11.40,3.29,-0.53,-22.00,-13.00,2.00
8.62,-4.95,-3.16,-18.00,6.00,5.00,9.95,1.75,1.50,-103.00,-21.00,-31.00
12.88,-8.80,-12.01,-18.00,-42.00,25.00,9.29,1.78,0.19,-87.00,-1.00,-2.00
18.62,-22.74,1.74,70.00,-94.00,131.00,9.88,2.97,-0.40,-86.00,-9.00,5.00
9.26,-7.17,6.21,110.00,81.00,131.00,10.27,2.49,-1.42,-103.00,0.00,0.00
0.97,10.31,0.78,17.00,90.00,-7.00,10.00,3.60,-1.48,-14.00,0.00,4.00
-1.54,-5.54,9.59,119.00,44.00,12.00,9.88,4.35,-3.56,14.00,36.00,4.00
-6.73,-34.64,-3.23,131.00,40.00,131.00,15.83,4.42,-7.93,88.00,-12.00,17.00
0.32,-1.56,-7.46,59.00,5.00,131.00,28.27,9.78,-5.24,-14.00,-131.00,-73.00
-0.97,7.15,-1.68,42.00,6.00,75.00,19.23,1.94,3.76,-131.00,-131.00,-131.00
-2.27,8.10,-0.29,39.00,-45.00,-19.00,8.84,-5.72,1.12,-82.00,-71.00,-131.00
9.34,15.27,18.73,131.00,-13.00,-131.00,-0.96,-21.49,7.28,-131.00,-79.00,-102.00
28.14,-16.39,-19.96,19.00,131.00,-131.00,9.38,-5.04,3.76,-32.00,15.00,131.00
12.54,-16.35,-3.26,100.00,-131.00,-131.00,-3.96,39.24,-7.79,40.00,-6.00,0.00
14.69,-14.41,4.77,28.00,-65.00,-131.00,-0.17,2.26,1.00,-25.00,-31.00,-131.00
14.74,-11.61,0.64,-82.00,24.00,-131.00,-1.56,-12.24,2.51,94.00,5.00,-82.00
9.10,-9.20,-1.47,-61.00,52.00,-19.00,-1.65,-16.40,4.36,-61.00,-1.00,84.00
8.08,-4.72,-2.18,100.00,2.00,8.00,12.95,-2.40,2.27,105.00,39.00,131.00
8.31,-5.19,-0.72,76.00,5.00,27.00,26.54,20.64,-2.94,131.00,-28.00,131.00
11.74,-0.24,-2.03,49.00,0.00,31.00,13.78,6.04,-6.90,65.00,3.00,131.00
9.89,-1.90,-2.44,44.00,2.00,4.00,13.42,6.13,-1.76,-131.00,55.00,108.00
9.99,-2.77,-2.09,7.00,-1.00,0.00,13.46,8.17,0.66,-50.00,16.00,70.00
8.61,-4.26,-2.31,-27.00,0.00,2.00,10.40,4.36,-1.42,0.00,11.00,-2.00
12.65,-7.57,-9.41,124.00,-96.00,45.00,9.20,2.61,-0.75,-64.00,-11.00,-17.00
19.45,-23.41,0.63,130.00,-40.00,131.00,9.37,3.49,-1.04,-47.00,12.00,-11.00
12.48,-15.40,0.54,48.00,51.00,131.00,11.35,-0.35,-2.98,-48.00,-4.00,-22.00
6.38,-0.43,-1.50,58.00,29.00,131.00,9.09,1.65,-1.34,-60.00,-13.00,11.00
1.23,8.67,2.51,81.00,-34.00,53.00,9.92,2.87,-1.35,1.00,0.00,8.00
7.57,8.91,11.88,21.00,14.00,-131.00,9.40,3.85,-0.67,-13.00,1.00,5.00
-14.85,-39.24,-12.04,-64.00,92.00,-42.00,10.66,7.63,-3.83,76.00,75.00,4.00
-7.75,-9.92,-2.02,9.00,-69.00,131.00,20.61,6.61,-4.13,112.00,-98.00,3.00
-1.08,6.39,2.88,-22.00,16.00,119.00,28.54,12.94,-5.85,58.00,-124.00,-131.00
3.10,17.80,6.80,36.00,-27.00,-27.00,16.64,0.13,1.16,-129.00,-131.00,-131.00
11.05,3.97,3.77,37.00,124.00,-131.00,6.58,-7.99,-1.39,-50.00,-95.00,-131.00
20.93,-5.58,-11.53,47.00,50.00,-131.00,-1.31,-23.54,6.55,-131.00,-116.00,-47.00
9.33,-17.88,-0.46,96.00,-97.00,-131.00,3.63,-2.17,2.60,41.00,65.00,131.00
10.27,-10.26,2.02,51.00,32.00,-131.00,-13.25,36.20,-4.32,-87.00,-5.00,-90.00
12.79,-11.50,0.22,23.00,-20.00,-103.00,-2.10,-2.25,1.92,0.00,17.00,-131.00
9.35,-8.49,-1.25,-8.00,36.00,-7.00,-3.68,-20.73,2.66,-86.00,-8.00,-41.00
8.53,-3.21,-2.21,45.00,7.00,5.00,11.73,-11.84,4.70,-8.00,24.00,131.00
9.20,-6.20,-1.09,93.00,-19.00,14.00,28.79,8.63,4.71,79.00,111.00,131.00
10.65,-3.42,-1.34,46.00,-18.00,18.00,25.85,9.40,-4.29,45.00,-70.00,131.00
8.94,-2.68,-1.52,65.00,-7.00,5.00,16.25,5.37,2.70,-131.00,31.00,105.00
9.77,-4.26,-1.56,31.00,-23.00,0.00,8.49,7.34,2.05,25.00,-28.00,49.00
7.93,-6.08,-1.92,36.00,-19.00,9.00,10.85,3.47,-1.69,-8.00,34.00,-4.00
10.99,-5.27,-6.55,-101.00,-14.00,10.00,9.02,3.73,-0.26,-56.00,-6.00,-14.00
16.26,-18.85,-0.47,99.00,-123.00,131.00,11.45,-6.32,-5.31,-131.00,-24.00,2.00
12.26,-20.46,-1.24,-32.00,-8.00,131.00,10.51,4.74,-1.25,-51.00,2.00,-1.00
7.33,-2.08,0.90,128.00,0.00,131.00,10.18,2.23,-1.26,-16.00,-6.00,-6.00
-0.45,5.11,2.57,116.00,8.00,127.00,9.01,2.51,-1.49,-12.00,0.00,-1.00
2.78,12.81,7.48,131.00,-76.00,-36.00,9.20,2.73,-1.10,-21.00,-1.00,-1.00
1.22,-5.10,1.63,46.00,112.00,-131.00,9.45,3.80,-1.20,7.00,6.00,1.00
-18.91,-27.47,-6.76,55.00,1.00,109.00,10.27,4.26,-3.68,97.00,32.00,11.00
-3.90,0.75,0.10,0.00,2.00,131.00,16.26,-0.34,-5.65,131.00,22.00,73.00
0.14,10.77,4.03,17.00,5.00,16.00,29.73,9.18,-4.33,-91.00,-131.00,-131.00
3.93,9.38,6.14,77.00,24.00,-131.00,18.63,-1.25,3.85,-116.00,-131.00,-131.00
15.69,-6.87,-8.62,-131.00,131.00,-131.00,7.19,-7.22,0.23,-40.00,-96.00,-131.00
15.95,-25.80,-9.15,131.00,-69.00,-131.00,-2.90,-19.11,2.70,-131.00,-80.00,-105.00
20.49,-20.36,3.51,131.00,-61.00,-131.00,6.34,-7.86,7.25,-76.00,-7.00,131.00
10.49,-11.94,-0.83,-117.00,50.00,-15.00,2.11,39.24,-9.17,-47.00,-34.00,18.00
8.26,-4.45,-2.94,4.00,23.00,-30.00,-0.96,3.85,3.18,-15.00,-12.00,-131.00
7.79,-6.99,-1.44,74.00,-12.00,-25.00,-0.40,-16.07,2.54,57.00,1.00,-92.00
9.15,-7.18,-2.05,40.00,10.00,30.00,0.47,-24.78,3.07,-68.00,-33.00,131.00
10.34,-0.14,-3.02,29.00,12.00,5.00,11.77,5.45,-0.12,27.00,71.00,131.00
10.57,-2.04,-1.62,53.00,-11.00,6.00,22.40,18.24,-8.51,-131.00,-59.00,-6.00
9.86,-3.28,-1.82,-17.00,6.00,-1.00,6.33,5.22,3.70,68.00,-131.00,121.00
9.36,-3.86,-1.14,-2.00,3.00,-4.00,11.07,8.18,3.37,32.00,46.00,131.00
8.82,-4.59,-2.56,-24.00,15.00,0.00,14.54,7.50,-0.05,0.00,60.00,77.00
14.62,-6.51,-8.65,78.00,-113.00,41.00,12.35,5.43,-0.05,-43.00,15.00,6.00
14.00,-21.10,-1.13,59.00,-81.00,131.00,10.84,4.29,0.10,-34.00,7.00,-43.00
10.98,-14.33,2.07,119.00,-4.00,131.00,12.00,-7.30,-6.04,-44.00,-24.00,-24.00
3.45,-1.67,-2.13,108.00,61.00,131.00,11.78,5.59,1.53,0.00,1.00,1.00
0.77,7.19,1.40,113.00,-30.00,37.00,8.72,2.03,2.30,-27.00,-25.00,-28.00
3.17,3.38,7.43,49.00,7.00,-131.00,8.97,0.53,1.40,-35.00,6.00,6.00
-14.89,-30.91,-6.96,-25.00,0.00,-32.00,10.12,2.95,1.22,-39.00,10.00,4.00
