timestamp,action,goal,time_delta,correct,voltage,current,power,cumpower
1542208652.4738784,numbersix,numbersix,5.077736854553223,True,5.12,0.38,1.93,119.0
1542208656.1460173,chicken,chicken,3.6492362022399902,True,5.13,0.38,1.92,126.11
1542208659.832828,chicken,chicken,3.6698899269104004,True,5.13,0.38,1.94,133.24
1542208663.5356328,numbersix,numbersix,3.682769298553467,True,5.13,0.38,1.93,140.35
1542208667.205179,salute,salute,3.648383855819702,True,5.12,0.38,1.93,147.42
1542208670.891855,sidestep,sidestep,3.664839744567871,True,5.13,0.38,1.93,154.35
1542208675.029236,number7,cowboy,4.116436004638672,False,5.12,0.37,1.9,162.26
1542208678.7082305,mermaid,mermaid,3.657719135284424,True,5.13,0.37,1.89,169.26
1542208682.5648708,swing,swing,3.83268404006958,True,5.12,0.37,1.91,176.21
1542208686.251325,numbersix,numbersix,3.6694931983947754,True,5.13,0.39,1.97,183.26
1542208689.9384432,number7,number7,3.670698881149292,True,5.12,0.38,1.94,190.22
1542208693.6249468,number7,number7,3.666778802871704,True,5.13,0.38,1.95,197.37
1542208697.7210858,swing,chicken,4.07522988319397,False,5.13,0.41,2.08,205.59
1542208701.302637,turnclap,turnclap,3.5582337379455566,True,5.12,0.38,1.95,212.74
1542208704.984698,salute,salute,3.6610240936279297,True,5.12,0.38,1.93,219.69
1542208708.6658437,mermaid,mermaid,3.66418719291687,True,5.12,0.38,1.94,226.81
1542208712.3642437,wipers,wipers,3.676088571548462,True,5.12,0.38,1.93,233.89
1542208716.055817,salute,salute,3.6691904067993164,True,5.12,0.38,1.95,240.98
1542208719.7380567,number7,number7,3.6622893810272217,True,5.13,0.38,1.93,248.06
1542208723.4051836,turnclap,turnclap,3.645148754119873,True,5.12,0.38,1.94,255.13
1542208727.1149654,wipers,wipers,3.6944081783294678,True,5.12,0.38,1.92,262.23
1542208730.7967522,sidestep,sidestep,3.6613686084747314,True,5.13,0.38,1.93,269.3
1542208734.4878633,salute,salute,3.674926519393921,True,5.13,0.38,1.93,276.37
1542208738.176313,swing,swing,3.6685023307800293,True,5.13,0.38,1.94,283.45
1542208741.791608,mermaid,mermaid,3.593538522720337,True,5.12,0.38,1.94,290.53
1542208745.5427442,numbersix,numbersix,3.6764771938323975,True,5.12,0.38,1.93,297.59
1542208749.1549957,wipers,wipers,3.5913031101226807,True,5.12,0.38,1.93,304.7
1542208753.3521318,swing,swing,4.1721484661102295,True,5.12,0.38,1.95,312.81
1542208757.0317335,sidestep,sidestep,3.6575210094451904,True,5.13,0.38,1.95,319.93
1542208761.7595968,cowboy,cowboy,4.7066826820373535,True,5.12,0.37,1.89,328.95
1542208765.5870662,sidestep,sidestep,3.8067843914031982,True,5.13,0.36,1.85,335.93
1542208770.3267155,cowboy,cowboy,4.716627597808838,True,5.12,0.38,1.94,344.87
1542208773.9082546,turnclap,turnclap,3.557844877243042,True,5.13,0.38,1.93,351.96
1542208777.5283043,cowboy,cowboy,3.598149299621582,True,5.13,0.38,1.94,359.09
1542208781.2090104,chicken,chicken,3.6552987098693848,True,5.13,0.38,1.94,366.18
1542208784.8889296,mermaid,mermaid,3.656925678253174,True,5.13,0.38,1.94,373.25
1542208788.5719543,wipers,wipers,3.6619551181793213,True,5.13,0.38,1.94,380.38
1542208792.254162,number7,number7,3.6648571491241455,True,5.12,0.38,1.95,387.49
1542208795.9303029,swing,swing,3.6639645099639893,True,5.12,0.38,1.93,394.6
1542208799.6180952,turnclap,turnclap,3.6668553352355957,True,5.13,0.38,1.93,401.72
1542208803.3043277,sidestep,cowboy,3.6622116565704346,False,5.13,0.38,1.94,408.82
