timestamp,action,goal,time_delta,correct,voltage,current,power,cumpower
1542188519.2225764,sidestep,wipers,1.8984291553497314,False,5.19,0.37,1.9,341.8
1542188522.810863,salute,number7,3.5793416500091553,False,5.2,0.37,1.91,349.06
1542188526.4327617,numbersix,numbersix,3.613680124282837,True,5.2,0.37,1.93,356.33
1542188530.0551693,numbersix,numbersix,3.6024956703186035,True,5.19,0.37,1.93,363.62
1542188534.7074542,swing,chicken,4.641347169876099,False,5.19,0.37,1.9,372.9
1542188538.3287618,numbersix,numbersix,3.6111295223236084,True,5.2,0.37,1.93,380.15
1542188542.337298,cowboy,cowboy,3.9869022369384766,True,5.2,0.38,1.96,387.38
1542188545.56848,cowboy,cowboy,3.212435245513916,True,5.2,0.37,1.93,394.67
1542188549.1942308,turnclap,turnclap,3.6167385578155518,True,5.2,0.37,1.93,401.93
1542188552.809333,salute,salute,3.607118844985962,True,5.2,0.37,1.93,409.22
1542188556.5085263,swing,chicken,3.6841390132904053,False,5.2,0.37,1.91,416.49
1542188560.0503685,sidestep,sidestep,3.533630609512329,True,5.2,0.38,1.96,423.76
1542188563.6743395,sidestep,sidestep,3.6020309925079346,True,5.2,0.38,1.96,430.99
1542188567.2894924,swing,swing,3.603194236755371,True,5.19,0.36,1.88,438.33
1542188570.911656,cowboy,cowboy,3.6091983318328857,True,5.2,0.37,1.93,445.62
1542188575.04929,number7,number7,4.127629280090332,True,5.2,0.37,1.91,453.96
1542188578.6725109,swing,swing,3.6150717735290527,True,5.19,0.37,1.9,461.25
1542188582.2911909,sidestep,sidestep,3.604682683944702,True,5.2,0.37,1.93,468.55
1542188585.916341,wipers,wipers,3.616358518600464,True,5.2,0.37,1.91,475.79
1542188645.9362614,None,mermaid,60.004961252212524,False,0,0,0,0
