9.54,-0.89,-3.57,0.00,0.00,0.00,9.70,0.41,-5.08,-2.00,0.00,0.00
9.53,-0.80,-3.58,0.00,1.00,0.00,9.68,0.42,-5.13,-2.00,0.00,0.00
9.54,-0.94,-3.59,0.00,1.00,-1.00,9.71,0.43,-5.10,-3.00,0.00,0.00
9.56,-0.97,-3.79,-1.00,1.00,-1.00,9.70,0.41,-5.11,-2.00,0.00,1.00
9.67,-1.05,-3.66,-1.00,1.00,-1.00,9.73,0.46,-5.27,-2.00,0.00,1.00
9.67,-1.09,-3.75,-1.00,1.00,0.00,9.71,0.46,-5.13,-2.00,0.00,1.00
9.59,-0.95,-3.62,-1.00,0.00,0.00,9.72,0.45,-5.11,-2.00,0.00,0.00
9.60,-0.94,-3.56,-1.00,0.00,0.00,9.70,0.42,-5.23,-2.00,0.00,1.00
9.70,-0.91,-3.64,-1.00,1.00,-1.00,9.67,0.42,-5.10,-2.00,0.00,1.00
9.53,-0.84,-3.60,-2.00,1.00,-1.00,9.64,0.45,-5.19,-3.00,0.00,1.00
9.65,-1.04,-3.71,0.00,0.00,0.00,9.70,0.45,-5.19,-2.00,0.00,0.00
9.54,-0.99,-3.66,-1.00,0.00,-1.00,9.68,0.49,-5.14,-2.00,0.00,0.00
9.64,-1.00,-3.56,0.00,0.00,0.00,9.71,0.40,-5.23,-2.00,0.00,1.00
9.54,-0.94,-3.73,-1.00,1.00,0.00,9.74,0.43,-5.13,-2.00,0.00,1.00
9.55,-0.97,-3.71,-1.00,0.00,0.00,9.68,0.56,-5.18,-2.00,0.00,1.00
9.56,-1.00,-3.67,-1.00,0.00,0.00,9.74,0.48,-5.08,-2.00,0.00,1.00
9.61,-0.97,-3.57,-1.00,0.00,0.00,9.77,0.45,-5.11,-2.00,0.00,0.00
9.60,-1.00,-3.58,-1.00,1.00,0.00,9.69,0.42,-5.17,-2.00,0.00,1.00
