timestamp,action,goal,time_delta,correct,voltage,current,power,cumpower
1542184250.0558157,salute,salute,4.501613140106201,True,4.96,0.39,1.93,116.98
1542184253.6703894,chicken,chicken,3.604393243789673,True,4.95,0.39,1.91,123.91
1542184258.3431504,turnclap,number7,4.661650896072388,False,4.96,0.39,1.92,132.79
1542184262.4872632,chicken,chicken,4.135123014450073,True,4.95,0.39,1.91,140.71
1542184266.2829044,salute,number7,3.7856645584106445,False,4.96,0.39,1.91,147.63
1542184269.7494006,wipers,wipers,3.4514284133911133,True,4.96,0.39,1.93,154.56
1542184273.381418,mermaid,mermaid,3.6237969398498535,True,4.95,0.39,1.91,161.5
1542184277.0137427,mermaid,mermaid,3.6243462562561035,True,4.95,0.39,1.9,168.42
1542184281.6821156,turnclap,number7,4.659358024597168,False,4.95,0.39,1.92,177.36
1542184285.3162732,numbersix,numbersix,3.623096227645874,True,4.95,0.39,1.92,184.33
1542184288.9432378,mermaid,mermaid,3.6113064289093018,True,4.95,0.39,1.92,191.3
1542184292.5735605,turnclap,turnclap,3.6193509101867676,True,4.96,0.39,1.92,198.26
1542184296.2052925,turnclap,turnclap,3.6217005252838135,True,4.95,0.39,1.93,205.22
1542184300.040982,cowboy,cowboy,3.825716972351074,True,4.95,0.39,1.92,212.21
1542184303.4699695,sidestep,sidestep,3.417363405227661,True,4.96,0.4,1.96,219.2
1542184307.0980659,sidestep,sidestep,3.6144773960113525,True,4.95,0.39,1.94,226.23
1542184310.732941,swing,swing,3.6261916160583496,True,4.96,0.39,1.92,233.22
1542184314.3628683,chicken,chicken,3.6219379901885986,True,4.95,0.39,1.92,240.19
1542184317.993968,chicken,chicken,3.622020721435547,True,4.96,0.39,1.91,247.16
1542184321.6242974,salute,salute,3.619142770767212,True,4.96,0.4,1.95,254.15
1542184325.2548215,wipers,wipers,3.6195502281188965,True,4.96,0.39,1.91,261.13
1542184328.887181,salute,salute,3.621370792388916,True,4.96,0.39,1.94,268.11
1542184332.5214107,sidestep,sidestep,3.6262710094451904,True,4.96,0.39,1.93,275.1
1542184336.151589,salute,salute,3.6217098236083984,True,4.96,0.39,1.94,282.11
1542184339.7814155,numbersix,numbersix,3.6107494831085205,True,4.96,0.39,1.93,289.02
1542184343.4132497,turnclap,turnclap,3.607771873474121,True,4.95,0.39,1.91,295.96
1542184347.044663,cowboy,cowboy,3.62042498588562,True,4.96,0.39,1.91,302.91
1542184350.675804,cowboy,cowboy,3.6211323738098145,True,4.96,0.39,1.93,309.86
1542184354.3083646,mermaid,mermaid,3.6219823360443115,True,4.96,0.39,1.92,316.81
1542184357.9914544,turnclap,turnclap,3.6711292266845703,True,4.95,0.39,1.91,323.73
1542184361.5682704,sidestep,sidestep,3.559830904006958,True,4.95,0.39,1.91,330.67
1542184365.206774,swing,swing,3.6295032501220703,True,4.95,0.4,1.97,337.63
1542184368.8358116,swing,swing,3.6170687675476074,True,4.96,0.39,1.92,344.57
1542184372.4651468,wipers,wipers,3.610585927963257,True,4.95,0.39,1.92,351.51
1542184376.0997367,wipers,wipers,3.6252665519714355,True,4.95,0.39,1.91,358.44
1542184379.9438605,numbersix,numbersix,3.822394371032715,True,4.96,0.39,1.92,365.36
1542184383.3602962,swing,swing,3.3934695720672607,True,4.96,0.39,1.91,372.29
1542184387.0126224,numbersix,numbersix,3.6403701305389404,True,4.95,0.39,1.91,379.23
1542184390.6244593,salute,number7,3.6026275157928467,False,4.95,0.39,1.91,386.1
1542184394.2545898,cowboy,cowboy,3.6161460876464844,True,4.96,0.39,1.93,393.02
